,Code,Length,Gear,Species,Group,Ref,Absolute,Abs.l.95,Abs.u.95,Efficiency,Eff.l.95,Eff.u.95
15228,DGS,23,GOV,Spurdog,GRP5,no,NA,NA,NA,0.502899112,NA,NA
15229,DGS,24,GOV,Spurdog,GRP5,no,NA,NA,NA,0.524764291,NA,NA
15230,DGS,25,GOV,Spurdog,GRP5,Ref,0.52700533,NA,NA,0.546629469,0.445210215,0.648048723
15231,DGS,26,GOV,Spurdog,GRP5,no,NA,NA,NA,0.542322434,0.44272225,0.641922618
15232,DGS,27,GOV,Spurdog,GRP5,no,NA,NA,NA,0.538015399,0.44021297,0.635817827
15233,DGS,28,GOV,Spurdog,GRP5,no,NA,NA,NA,0.533708348,0.437681159,0.629735537
15234,DGS,29,GOV,Spurdog,GRP5,no,NA,NA,NA,0.52940092,0.43512515,0.62367669
15235,DGS,30,GOV,Spurdog,GRP5,Ref,0.52700533,NA,NA,0.525092403,0.432543093,0.617641714
15236,DGS,31,GOV,Spurdog,GRP5,no,NA,NA,NA,0.520782073,0.429933486,0.611630661
15237,DGS,32,GOV,Spurdog,GRP5,no,NA,NA,NA,0.516469204,0.427295166,0.605643243
15238,DGS,33,GOV,Spurdog,GRP5,no,NA,NA,NA,0.512153081,0.424627233,0.599678928
15239,DGS,34,GOV,Spurdog,GRP5,no,NA,NA,NA,0.507833205,0.421928922,0.593737487
15240,DGS,35,GOV,Spurdog,GRP5,Ref,0.52700533,NA,NA,0.503509298,0.419199468,0.587819127
15241,DGS,36,GOV,Spurdog,GRP5,no,NA,NA,NA,0.49918109,0.416438072,0.581924109
15242,DGS,37,GOV,Spurdog,GRP5,no,NA,NA,NA,0.494848313,0.413643903,0.576052724
15243,DGS,38,GOV,Spurdog,GRP5,no,NA,NA,NA,0.490510709,0.410816084,0.570205335
15244,DGS,39,GOV,Spurdog,GRP5,no,NA,NA,NA,0.486168287,0.407953704,0.564382871
15245,DGS,40,GOV,Spurdog,GRP5,Ref,0.52700533,NA,NA,0.481821324,0.405055896,0.558586752
15246,DGS,41,GOV,Spurdog,GRP5,no,NA,NA,NA,0.477470108,0.4021219,0.552818316
15247,DGS,42,GOV,Spurdog,GRP5,no,NA,NA,NA,0.473114927,0.399151102,0.547078753
15248,DGS,43,GOV,Spurdog,GRP5,no,NA,NA,NA,0.46875607,0.396143028,0.541369112
15249,DGS,44,GOV,Spurdog,GRP5,no,NA,NA,NA,0.464393808,0.3930971,0.535690516
15250,DGS,45,GOV,Spurdog,GRP5,Ref,0.52700533,NA,NA,0.460028399,0.390012557,0.530044242
15251,DGS,46,GOV,Spurdog,GRP5,no,NA,NA,NA,0.455660101,0.386888636,0.524431565
15252,DGS,47,GOV,Spurdog,GRP5,no,NA,NA,NA,0.451289168,0.383724597,0.518853739
15253,DGS,48,GOV,Spurdog,GRP5,no,NA,NA,NA,0.446915855,0.380519702,0.513312007
15254,DGS,49,GOV,Spurdog,GRP5,no,NA,NA,NA,0.442540306,0.377272915,0.507807698
15255,DGS,50,GOV,Spurdog,GRP5,Ref,0.368769003,NA,NA,0.438162564,0.373982934,0.502342194
15256,DGS,51,GOV,Spurdog,GRP5,no,NA,NA,NA,0.433782663,0.370648549,0.496916776
15257,DGS,52,GOV,Spurdog,GRP5,no,NA,NA,NA,0.429400639,0.367268704,0.491532574
15258,DGS,53,GOV,Spurdog,GRP5,no,NA,NA,NA,0.425016532,0.363842477,0.486190586
15259,DGS,54,GOV,Spurdog,GRP5,no,NA,NA,NA,0.420630452,0.360368857,0.480892048
15260,DGS,55,GOV,Spurdog,GRP5,Ref,0.52700533,NA,NA,0.416242585,0.35684668,0.475638491
15261,DGS,56,GOV,Spurdog,GRP5,no,NA,NA,NA,0.411853117,0.353274825,0.47043141
15262,DGS,57,GOV,Spurdog,GRP5,no,NA,NA,NA,0.407462236,0.349652257,0.465272215
15263,DGS,58,GOV,Spurdog,GRP5,no,NA,NA,NA,0.403070134,0.345978016,0.460162253
15264,DGS,59,GOV,Spurdog,GRP5,no,NA,NA,NA,0.398677162,0.342251089,0.455103235
15265,DGS,60,GOV,Spurdog,GRP5,Ref,0.52700533,NA,NA,0.394283821,0.338470464,0.450097178
15266,DGS,61,GOV,Spurdog,GRP5,no,NA,NA,NA,0.389890623,0.334635343,0.445145903
15267,DGS,62,GOV,Spurdog,GRP5,no,NA,NA,NA,0.385498077,0.330745199,0.440250955
15268,DGS,63,GOV,Spurdog,GRP5,no,NA,NA,NA,0.381106694,0.326799763,0.435413625
15269,DGS,64,GOV,Spurdog,GRP5,no,NA,NA,NA,0.376716987,0.322798702,0.430635271
15270,DGS,65,GOV,Spurdog,GRP5,Ref,0.232194152,NA,NA,0.372329474,0.31874157,0.425917378
15271,DGS,66,GOV,Spurdog,GRP5,no,NA,NA,NA,0.367944674,0.314628106,0.421261242
15272,DGS,67,GOV,Spurdog,GRP5,no,NA,NA,NA,0.363563104,0.310458273,0.416667934
15273,DGS,68,GOV,Spurdog,GRP5,no,NA,NA,NA,0.359185276,0.306232242,0.412138311
15274,DGS,69,GOV,Spurdog,GRP5,no,NA,NA,NA,0.354811571,0.301949946,0.407673195
15275,DGS,70,GOV,Spurdog,GRP5,Ref,0.039969017,NA,NA,0.350442232,0.297611138,0.403273326
15276,DGS,71,GOV,Spurdog,GRP5,no,NA,NA,NA,0.346077501,0.293215877,0.398939125
15277,DGS,72,GOV,Spurdog,GRP5,no,NA,NA,NA,0.341717617,0.288764583,0.394670652
15278,DGS,73,GOV,Spurdog,GRP5,no,NA,NA,NA,0.337362816,0.284257986,0.390467647
15279,DGS,74,GOV,Spurdog,GRP5,no,NA,NA,NA,0.333013221,0.279696653,0.38632979
15280,DGS,75,GOV,Spurdog,GRP5,Ref,0.207780411,NA,NA,0.328668845,0.275080941,0.382256748
15281,DGS,76,GOV,Spurdog,GRP5,no,NA,NA,NA,0.324329693,0.270411408,0.378247978
15282,DGS,77,GOV,Spurdog,GRP5,no,NA,NA,NA,0.319995774,0.265688843,0.374302705
15283,DGS,78,GOV,Spurdog,GRP5,no,NA,NA,NA,0.315667092,0.260914213,0.37041997
15284,DGS,79,GOV,Spurdog,GRP5,no,NA,NA,NA,0.311343589,0.256088309,0.36659887
15285,DGS,80,GOV,Spurdog,GRP5,Ref,0.396611064,NA,NA,0.307025151,0.251211794,0.362838508
15286,DGS,81,GOV,Spurdog,GRP5,no,NA,NA,NA,0.302711656,0.246285583,0.359137729
15287,DGS,82,GOV,Spurdog,GRP5,no,NA,NA,NA,0.298402985,0.241310867,0.355495104
15288,DGS,83,GOV,Spurdog,GRP5,no,NA,NA,NA,0.294099018,0.236289039,0.351908997
15289,DGS,84,GOV,Spurdog,GRP5,no,NA,NA,NA,0.289799593,0.231221301,0.348377886
15290,DGS,85,GOV,Spurdog,GRP5,Ref,0.354219125,NA,NA,0.285504514,0.226108609,0.34490042
15291,DGS,86,GOV,Spurdog,GRP5,no,NA,NA,NA,0.281213582,0.220951986,0.341475177
15292,DGS,87,GOV,Spurdog,GRP5,no,NA,NA,NA,0.276926596,0.215752541,0.33810065
15293,DGS,88,GOV,Spurdog,GRP5,no,NA,NA,NA,0.272643359,0.210511424,0.334775294
15294,DGS,89,GOV,Spurdog,GRP5,no,NA,NA,NA,0.268363725,0.205229612,0.331497838
15295,DGS,90,GOV,Spurdog,GRP5,Ref,0.256722381,NA,NA,0.264087598,0.199907968,0.328267228
15296,DGS,91,GOV,Spurdog,GRP5,no,NA,NA,NA,0.259814884,0.194547492,0.325082275
15297,DGS,92,GOV,Spurdog,GRP5,no,NA,NA,NA,0.255545488,0.189149336,0.32194164
15298,DGS,93,GOV,Spurdog,GRP5,no,NA,NA,NA,0.251279323,0.183714752,0.318843894
15299,DGS,94,GOV,Spurdog,GRP5,no,NA,NA,NA,0.247016434,0.17824497,0.315787899
15300,DGS,95,GOV,Spurdog,GRP5,Ref,0.196981184,NA,NA,0.242756998,0.172741156,0.312772841
15301,DGS,96,GOV,Spurdog,GRP5,no,NA,NA,NA,0.2385012,0.167204492,0.309797908
15302,DGS,97,GOV,Spurdog,GRP5,no,NA,NA,NA,0.234249223,0.161636181,0.306862264
15303,DGS,98,GOV,Spurdog,GRP5,no,NA,NA,NA,0.23000125,0.156037424,0.303965075
15304,DGS,99,GOV,Spurdog,GRP5,no,NA,NA,NA,0.225757465,0.150409257,0.301105673
15305,DGS,100,GOV,Spurdog,GRP5,Ref,0.259141839,NA,NA,0.221518052,0.144752624,0.29828348
15306,DGS,101,GOV,Spurdog,GRP5,no,NA,NA,NA,0.217283194,0.13906861,0.295497777
15307,DGS,102,GOV,Spurdog,GRP5,no,NA,NA,NA,0.213053074,0.133358449,0.2927477
15308,DGS,103,GOV,Spurdog,GRP5,no,NA,NA,NA,0.208827866,0.127623456,0.290032277
15309,DGS,104,GOV,Spurdog,GRP5,no,NA,NA,NA,0.204607501,0.121864483,0.28735052
15310,DGS,105,GOV,Spurdog,GRP5,Ref,0.102002589,NA,NA,0.200391669,0.11608184,0.284701499
15311,DGS,106,GOV,Spurdog,GRP5,no,NA,NA,NA,0.19618005,0.110275768,0.282084332
15312,DGS,107,GOV,Spurdog,GRP5,no,NA,NA,NA,0.191972323,0.104446475,0.27949817
15313,DGS,108,GOV,Spurdog,GRP5,no,NA,NA,NA,0.18776816,0.098594121,0.276942198
15314,DGS,109,GOV,Spurdog,GRP5,no,NA,NA,NA,0.183567059,0.092718472,0.274415646
15315,DGS,110,GOV,Spurdog,GRP5,Ref,0.22024455,NA,NA,0.179368347,0.086819036,0.271917657
15316,DGS,111,GOV,Spurdog,GRP5,no,NA,NA,NA,0.17517134,0.08089557,0.26944711
15317,DGS,112,GOV,Spurdog,GRP5,no,NA,NA,NA,0.170975357,0.074948167,0.267002546
15318,DGS,113,GOV,Spurdog,GRP5,no,NA,NA,NA,0.166779729,0.0689773,0.264582158
15319,DGS,114,GOV,Spurdog,GRP5,no,NA,NA,NA,0.162584115,0.062983931,0.262184299
15320,DGS,115,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15321,DGS,116,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15322,DGS,117,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15323,DGS,118,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15324,DGS,119,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15325,DGS,120,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15326,DGS,121,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15327,DGS,122,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15328,DGS,123,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15329,DGS,124,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15330,DGS,125,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15331,DGS,126,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15332,DGS,127,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15333,DGS,128,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15334,DGS,129,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15335,DGS,130,GOV,Spurdog,GRP5,no,NA,NA,NA,0.158388502,0.056969248,0.259807756
15991,EKT,0,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
15992,EKT,1,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
15993,EKT,2,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
15994,EKT,3,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
15995,EKT,4,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
15996,EKT,5,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
15997,EKT,6,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
15998,EKT,7,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
15999,EKT,8,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
16000,EKT,9,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
16001,EKT,10,GOV,Ekstroms topknot,GRP3,no,NA,NA,NA,NA,NA,NA
16057,ELE,0,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16058,ELE,1,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16059,ELE,2,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16060,ELE,3,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16061,ELE,4,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16062,ELE,5,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16063,ELE,6,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16064,ELE,7,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16065,ELE,8,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16066,ELE,9,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16067,ELE,10,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16068,ELE,11,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16069,ELE,12,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16070,ELE,13,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16071,ELE,14,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16072,ELE,15,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16073,ELE,16,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16074,ELE,17,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16075,ELE,18,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16076,ELE,19,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16077,ELE,20,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16078,ELE,21,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16079,ELE,22,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16080,ELE,23,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16081,ELE,24,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16082,ELE,25,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16083,ELE,26,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16084,ELE,27,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16085,ELE,28,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16086,ELE,29,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16087,ELE,30,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16088,ELE,31,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16089,ELE,32,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16090,ELE,33,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16091,ELE,34,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16092,ELE,35,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16093,ELE,36,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16094,ELE,37,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16095,ELE,38,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16096,ELE,39,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16097,ELE,40,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16098,ELE,41,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16099,ELE,42,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16100,ELE,43,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16101,ELE,44,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16102,ELE,45,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16103,ELE,46,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16104,ELE,47,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16105,ELE,48,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16106,ELE,49,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16107,ELE,50,GOV,European eel,GRP2,Ref,1.238370939,NA,NA,NA,NA,NA
16108,ELE,51,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16109,ELE,52,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16110,ELE,53,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16111,ELE,54,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16112,ELE,55,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16113,ELE,56,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16114,ELE,57,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16115,ELE,58,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16116,ELE,59,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16117,ELE,60,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16118,ELE,61,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16119,ELE,62,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16120,ELE,63,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16121,ELE,64,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16122,ELE,65,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16123,ELE,66,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16124,ELE,67,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16125,ELE,68,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16126,ELE,69,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16127,ELE,70,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16128,ELE,71,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16129,ELE,72,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16130,ELE,73,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16131,ELE,74,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16132,ELE,75,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16133,ELE,76,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16134,ELE,77,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16135,ELE,78,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16136,ELE,79,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16137,ELE,80,GOV,European eel,GRP2,no,NA,NA,NA,NA,NA,NA
16543,ELP,0,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16544,ELP,1,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16545,ELP,2,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16546,ELP,3,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16547,ELP,4,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16548,ELP,5,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16549,ELP,6,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16550,ELP,7,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16551,ELP,8,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16552,ELP,9,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16553,ELP,10,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16554,ELP,11,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16555,ELP,12,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16556,ELP,13,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16557,ELP,14,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16558,ELP,15,GOV,Eelpout,GRP7,Ref,0.016051223,NA,NA,0.010266046,NA,NA
16559,ELP,16,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16560,ELP,17,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16561,ELP,18,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16562,ELP,19,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16563,ELP,20,GOV,Eelpout,GRP7,Ref,0.004480869,NA,NA,0.010266046,NA,NA
16564,ELP,21,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16565,ELP,22,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16566,ELP,23,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16567,ELP,24,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16568,ELP,25,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16569,ELP,26,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16570,ELP,27,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16571,ELP,28,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16572,ELP,29,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16573,ELP,30,GOV,Eelpout,GRP7,no,NA,NA,NA,0.010266046,NA,NA
16729,ESB,0,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16730,ESB,1,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16731,ESB,2,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16732,ESB,3,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16733,ESB,4,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16734,ESB,5,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16735,ESB,6,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16736,ESB,7,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16737,ESB,8,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16738,ESB,9,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16739,ESB,10,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16740,ESB,11,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16741,ESB,12,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16742,ESB,13,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16743,ESB,14,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16744,ESB,15,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16745,ESB,16,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16746,ESB,17,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16747,ESB,18,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16748,ESB,19,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16749,ESB,20,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16750,ESB,21,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16751,ESB,22,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16752,ESB,23,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16753,ESB,24,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16754,ESB,25,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16755,ESB,26,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16756,ESB,27,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16757,ESB,28,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16758,ESB,29,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16759,ESB,30,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16760,ESB,31,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16761,ESB,32,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16762,ESB,33,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16763,ESB,34,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16764,ESB,35,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16765,ESB,36,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16766,ESB,37,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16767,ESB,38,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16768,ESB,39,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16769,ESB,40,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16770,ESB,41,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16771,ESB,42,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16772,ESB,43,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16773,ESB,44,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16774,ESB,45,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16775,ESB,46,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16776,ESB,47,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16777,ESB,48,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16778,ESB,49,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16779,ESB,50,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16780,ESB,51,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16781,ESB,52,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16782,ESB,53,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16783,ESB,54,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16784,ESB,55,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16785,ESB,56,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16786,ESB,57,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16787,ESB,58,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16788,ESB,59,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16789,ESB,60,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16790,ESB,61,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
16791,ESB,62,GOV,Seabass,GRP5,no,NA,NA,NA,NA,NA,NA
