"","ShootLong_degdec","ShootLat_degdec","Ship","HaulID"
"495",-9.722,52.918,"CEXP","CSIreOT4/CEXP/2003/45"
"496",-9.976,52.946,"CEXP","CSIreOT4/CEXP/2003/46"
"497",-9.668,53.033,"CEXP","CSIreOT4/CEXP/2003/48"
"498",-9.46,53.196,"CEXP","CSIreOT4/CEXP/2003/49"
"499",-10.32,52.548,"CEXP","CSIreOT4/CEXP/2003/51"
"500",-10.07,52.586,"CEXP","CSIreOT4/CEXP/2003/52"
"501",-11.357,52.189,"CEXP","CSIreOT4/CEXP/2003/53"
"502",-11.045,52.083,"CEXP","CSIreOT4/CEXP/2003/55"
"503",-10.931,52.032,"CEXP","CSIreOT4/CEXP/2003/56"
"504",-10.749,51.882,"CEXP","CSIreOT4/CEXP/2003/57"
"505",-10.328,52.02,"CEXP","CSIreOT4/CEXP/2003/58"
"506",-10.547,51.928,"CEXP","CSIreOT4/CEXP/2003/59"
"507",-10.454,51.684,"CEXP","CSIreOT4/CEXP/2003/60"
"508",-10.211,51.689,"CEXP","CSIreOT4/CEXP/2003/61"
"509",-10.828,51.652,"CEXP","CSIreOT4/CEXP/2003/62"
"510",-11.124,51.622,"CEXP","CSIreOT4/CEXP/2003/63"
"511",-10.614,51.431,"CEXP","CSIreOT4/CEXP/2003/65"
"512",-10.712,50.717,"CEXP","CSIreOT4/CEXP/2003/68"
"513",-10.5,50.724,"CEXP","CSIreOT4/CEXP/2003/69"
"514",-9.906,50.751,"CEXP","CSIreOT4/CEXP/2003/70"
"515",-9.836,50.49,"CEXP","CSIreOT4/CEXP/2003/71"
"516",-9.551,50.598,"CEXP","CSIreOT4/CEXP/2003/72"
"517",-9.26,50.751,"CEXP","CSIreOT4/CEXP/2003/73"
"518",-9.628,51.462,"CEXP","CSIreOT4/CEXP/2003/74"
"519",-9.784,51.262,"CEXP","CSIreOT4/CEXP/2003/75"
"520",-9.945,51.177,"CEXP","CSIreOT4/CEXP/2003/76"
"521",-9.595,51.133,"CEXP","CSIreOT4/CEXP/2003/77"
"522",-9.304,51.166,"CEXP","CSIreOT4/CEXP/2003/78"
"523",-8.892,50.88,"CEXP","CSIreOT4/CEXP/2003/79"
"524",-8.913,50.628,"CEXP","CSIreOT4/CEXP/2003/80"
"525",-8.61,50.567,"CEXP","CSIreOT4/CEXP/2003/81"
"526",-8.497,50.705,"CEXP","CSIreOT4/CEXP/2003/82"
"527",-8.257,51.635,"CEXP","CSIreOT4/CEXP/2003/87"
"528",-8.591,51.429,"CEXP","CSIreOT4/CEXP/2003/88"
"529",-8.73,51.261,"CEXP","CSIreOT4/CEXP/2003/89"
"530",-8.548,51.198,"CEXP","CSIreOT4/CEXP/2003/90"
"531",-8.536,51.109,"CEXP","CSIreOT4/CEXP/2003/91"
"532",-7.6,51.818,"CEXP","CSIreOT4/CEXP/2003/93"
"533",-7.816,51.628,"CEXP","CSIreOT4/CEXP/2003/94"
"534",-8.033,51.479,"CEXP","CSIreOT4/CEXP/2003/95"
"535",-7.472,51.348,"CEXP","CSIreOT4/CEXP/2003/96"
"536",-9.663,53.031,"CEXP","CSIreOT4/CEXP/2004/1"
"537",-9.327,54.596,"CEXP","CSIreOT4/CEXP/2004/10"
"538",-7.382,52.028,"CEXP","CSIreOT4/CEXP/2004/100"
"539",-6.756,52.004,"CEXP","CSIreOT4/CEXP/2004/101"
"540",-6.252,52.008,"CEXP","CSIreOT4/CEXP/2004/102"
"541",-6.482,51.813,"CEXP","CSIreOT4/CEXP/2004/103"
"542",-6.494,51.733,"CEXP","CSIreOT4/CEXP/2004/104"
"543",-5.912,51.725,"CEXP","CSIreOT4/CEXP/2004/105"
"544",-6.188,51.619,"CEXP","CSIreOT4/CEXP/2004/106"
"545",-6.474,51.59,"CEXP","CSIreOT4/CEXP/2004/107"
"546",-5.781,51.058,"CEXP","CSIreOT4/CEXP/2004/111"
"547",-5.527,51.276,"CEXP","CSIreOT4/CEXP/2004/112"
"548",-5.499,51.466,"CEXP","CSIreOT4/CEXP/2004/113"
"549",-6.993,51.279,"CEXP","CSIreOT4/CEXP/2004/115"
"550",-6.718,51.365,"CEXP","CSIreOT4/CEXP/2004/116"
"551",-9.133,55.72,"CEXP","CSIreOT4/CEXP/2004/13"
"552",-8.993,55.817,"CEXP","CSIreOT4/CEXP/2004/158"
"553",-7.269,56.216,"CEXP","CSIreOT4/CEXP/2004/16"
"554",-9.376,55.139,"CEXP","CSIreOT4/CEXP/2004/160"
"555",-8.76,54.578,"CEXP","CSIreOT4/CEXP/2004/164"
"556",-8.882,54.594,"CEXP","CSIreOT4/CEXP/2004/168"
"557",-7.773,56.2,"CEXP","CSIreOT4/CEXP/2004/17"
"558",-8.011,56.328,"CEXP","CSIreOT4/CEXP/2004/18"
"559",-8.307,56.317,"CEXP","CSIreOT4/CEXP/2004/19"
"560",-9.61,52.803,"CEXP","CSIreOT4/CEXP/2004/2"
"561",-8.022,56.042,"CEXP","CSIreOT4/CEXP/2004/20"
"562",-8.407,55.811,"CEXP","CSIreOT4/CEXP/2004/21"
"563",-7.861,55.9,"CEXP","CSIreOT4/CEXP/2004/22"
"564",-7.725,55.854,"CEXP","CSIreOT4/CEXP/2004/23"
"565",-8.052,55.759,"CEXP","CSIreOT4/CEXP/2004/24"
"566",-9.982,52.95,"CEXP","CSIreOT4/CEXP/2004/3"
"567",-8.821,54.396,"CEXP","CSIreOT4/CEXP/2004/38"
"568",-8.347,54.584,"CEXP","CSIreOT4/CEXP/2004/39"
"569",-10.219,53.081,"CEXP","CSIreOT4/CEXP/2004/4"
"570",-8.826,54.553,"CEXP","CSIreOT4/CEXP/2004/40"
"571",-9.607,54.8,"CEXP","CSIreOT4/CEXP/2004/41"
"572",-10.692,54.156,"CEXP","CSIreOT4/CEXP/2004/42"
"573",-10.866,53.419,"CEXP","CSIreOT4/CEXP/2004/44"
"574",-10.692,53.18,"CEXP","CSIreOT4/CEXP/2004/45"
"575",-10.875,53.069,"CEXP","CSIreOT4/CEXP/2004/46"
"576",-10.215,51.689,"CEXP","CSIreOT4/CEXP/2004/47"
"577",-10.586,51.427,"CEXP","CSIreOT4/CEXP/2004/48"
"578",-10.809,51.635,"CEXP","CSIreOT4/CEXP/2004/49"
"579",-10.374,54.285,"CEXP","CSIreOT4/CEXP/2004/5"
"580",-10.842,50.846,"CEXP","CSIreOT4/CEXP/2004/52"
"581",-10.739,50.717,"CEXP","CSIreOT4/CEXP/2004/54"
"582",-10.578,50.373,"CEXP","CSIreOT4/CEXP/2004/56"
"583",-10.327,52.02,"CEXP","CSIreOT4/CEXP/2004/57"
"584",-10.709,51.888,"CEXP","CSIreOT4/CEXP/2004/58"
"585",-10.937,52.019,"CEXP","CSIreOT4/CEXP/2004/59"
"586",-10.12,54.473,"CEXP","CSIreOT4/CEXP/2004/6"
"587",-11.164,52.049,"CEXP","CSIreOT4/CEXP/2004/60"
"588",-11.339,52.169,"CEXP","CSIreOT4/CEXP/2004/61"
"589",-10.908,52.754,"CEXP","CSIreOT4/CEXP/2004/62"
"590",-11.049,52.868,"CEXP","CSIreOT4/CEXP/2004/63"
"591",-11.507,52.907,"CEXP","CSIreOT4/CEXP/2004/64"
"592",-11.24,53.215,"CEXP","CSIreOT4/CEXP/2004/65"
"593",-9.464,53.196,"CEXP","CSIreOT4/CEXP/2004/66"
"594",-9.715,52.93,"CEXP","CSIreOT4/CEXP/2004/67"
"595",-9.947,51.173,"CEXP","CSIreOT4/CEXP/2004/70"
"596",-10.084,51.489,"CEXP","CSIreOT4/CEXP/2004/71"
"597",-9.673,51.45,"CEXP","CSIreOT4/CEXP/2004/72"
"598",-9.595,51.101,"CEXP","CSIreOT4/CEXP/2004/73"
"599",-9.243,51.118,"CEXP","CSIreOT4/CEXP/2004/75"
"600",-9.834,50.49,"CEXP","CSIreOT4/CEXP/2004/76"
"601",-9.939,50.747,"CEXP","CSIreOT4/CEXP/2004/77"
"602",-9.695,54.35,"CEXP","CSIreOT4/CEXP/2004/8"
"603",-8.617,50.555,"CEXP","CSIreOT4/CEXP/2004/81"
"604",-8.505,50.7,"CEXP","CSIreOT4/CEXP/2004/82"
"605",-8.246,50.624,"CEXP","CSIreOT4/CEXP/2004/83"
"606",-7.782,50.887,"CEXP","CSIreOT4/CEXP/2004/84"
"607",-7.607,50.62,"CEXP","CSIreOT4/CEXP/2004/85"
"608",-7.352,50.651,"CEXP","CSIreOT4/CEXP/2004/86"
"609",-7.637,50.986,"CEXP","CSIreOT4/CEXP/2004/87"
"610",-7.45,51.156,"CEXP","CSIreOT4/CEXP/2004/88"
"611",-7.425,51.33,"CEXP","CSIreOT4/CEXP/2004/89"
"612",-9.411,54.467,"CEXP","CSIreOT4/CEXP/2004/9"
"613",-8.254,51.616,"CEXP","CSIreOT4/CEXP/2004/90"
"614",-8.59,51.429,"CEXP","CSIreOT4/CEXP/2004/91"
"615",-8.735,51.262,"CEXP","CSIreOT4/CEXP/2004/92"
"616",-8.539,51.206,"CEXP","CSIreOT4/CEXP/2004/93"
"617",-8.267,51.088,"CEXP","CSIreOT4/CEXP/2004/94"
"618",-7.783,51.336,"CEXP","CSIreOT4/CEXP/2004/95"
"619",-8.075,51.479,"CEXP","CSIreOT4/CEXP/2004/96"
"620",-7.869,51.614,"CEXP","CSIreOT4/CEXP/2004/97"
"621",-7.618,51.811,"CEXP","CSIreOT4/CEXP/2004/98"
"622",-7.25,51.679,"CEXP","CSIreOT4/CEXP/2004/99"
"623",-10.408,52.914,"CEXP","CSIreOT4/CEXP/2005/100"
"624",-10.893,53.058,"CEXP","CSIreOT4/CEXP/2005/101"
"625",-11.056,52.887,"CEXP","CSIreOT4/CEXP/2005/102"
"626",-10.585,53.898,"CEXP","CSIreOT4/CEXP/2005/105"
"627",-10.384,53.693,"CEXP","CSIreOT4/CEXP/2005/106"
"628",-10.701,54.141,"CEXP","CSIreOT4/CEXP/2005/107"
"629",-11.052,53.832,"CEXP","CSIreOT4/CEXP/2005/110"
"630",-7.644,56.061,"CEXP","CSIreOT4/CEXP/2005/121"
"631",-7.947,55.919,"CEXP","CSIreOT4/CEXP/2005/122"
"632",-8.201,56.007,"CEXP","CSIreOT4/CEXP/2005/123"
"633",-7.672,55.856,"CEXP","CSIreOT4/CEXP/2005/124"
"634",-8.048,55.762,"CEXP","CSIreOT4/CEXP/2005/125"
"635",-8.332,55.824,"CEXP","CSIreOT4/CEXP/2005/126"
"636",-6.77,56.401,"CEXP","CSIreOT4/CEXP/2005/129"
"637",-7.244,56.22,"CEXP","CSIreOT4/CEXP/2005/130"
"638",-7.255,55.98,"CEXP","CSIreOT4/CEXP/2005/131"
"639",-7.061,55.872,"CEXP","CSIreOT4/CEXP/2005/132"
"640",-6.679,55.903,"CEXP","CSIreOT4/CEXP/2005/133"
"641",-8.933,54.584,"CEXP","CSIreOT4/CEXP/2005/142"
"642",-8.348,54.584,"CEXP","CSIreOT4/CEXP/2005/143"
"643",-8.536,54.518,"CEXP","CSIreOT4/CEXP/2005/144"
"644",-11.659,53.432,"CEXP","CSIreOT4/CEXP/2005/145"
"645",-11.909,53.269,"CEXP","CSIreOT4/CEXP/2005/146"
"646",-11.298,53.19,"CEXP","CSIreOT4/CEXP/2005/147"
"647",-10.955,53.299,"CEXP","CSIreOT4/CEXP/2005/148"
"648",-7.855,51.618,"CEXP","CSIreOT4/CEXP/2005/18"
"649",-7.384,52.027,"CEXP","CSIreOT4/CEXP/2005/20"
"650",-7.25,51.679,"CEXP","CSIreOT4/CEXP/2005/21"
"651",-7.087,51.804,"CEXP","CSIreOT4/CEXP/2005/22"
"652",-6.759,52.008,"CEXP","CSIreOT4/CEXP/2005/23"
"653",-6.492,51.732,"CEXP","CSIreOT4/CEXP/2005/24"
"654",-6.475,51.592,"CEXP","CSIreOT4/CEXP/2005/25"
"655",-5.868,51.75,"CEXP","CSIreOT4/CEXP/2005/26"
"656",-6.016,51.402,"CEXP","CSIreOT4/CEXP/2005/28"
"657",-5.802,51.086,"CEXP","CSIreOT4/CEXP/2005/29"
"658",-5.958,51.212,"CEXP","CSIreOT4/CEXP/2005/30"
"659",-6.708,51.365,"CEXP","CSIreOT4/CEXP/2005/31"
"660",-6.334,51.243,"CEXP","CSIreOT4/CEXP/2005/32"
"661",-7.431,51.332,"CEXP","CSIreOT4/CEXP/2005/35"
"662",-7.616,50.646,"CEXP","CSIreOT4/CEXP/2005/36"
"663",-8.735,51.262,"CEXP","CSIreOT4/CEXP/2005/40"
"664",-8.539,51.204,"CEXP","CSIreOT4/CEXP/2005/41"
"665",-8.259,51.095,"CEXP","CSIreOT4/CEXP/2005/42"
"666",-8.063,51.246,"CEXP","CSIreOT4/CEXP/2005/43"
"667",-8.908,50.623,"CEXP","CSIreOT4/CEXP/2005/44"
"668",-8.612,50.566,"CEXP","CSIreOT4/CEXP/2005/45"
"669",-8.244,50.625,"CEXP","CSIreOT4/CEXP/2005/46"
"670",-7.887,50.703,"CEXP","CSIreOT4/CEXP/2005/47"
"671",-9.221,50.756,"CEXP","CSIreOT4/CEXP/2005/49"
"672",-9.463,50.605,"CEXP","CSIreOT4/CEXP/2005/50"
"673",-9.645,50.523,"CEXP","CSIreOT4/CEXP/2005/51"
"674",-9.927,50.749,"CEXP","CSIreOT4/CEXP/2005/53"
"675",-9.814,50.836,"CEXP","CSIreOT4/CEXP/2005/54"
"676",-9.417,51.413,"CEXP","CSIreOT4/CEXP/2005/55"
"677",-9.642,51.457,"CEXP","CSIreOT4/CEXP/2005/56"
"678",-10.027,51.517,"CEXP","CSIreOT4/CEXP/2005/57"
"679",-9.786,51.356,"CEXP","CSIreOT4/CEXP/2005/58"
"680",-9.934,51.17,"CEXP","CSIreOT4/CEXP/2005/59"
"681",-9.595,51.127,"CEXP","CSIreOT4/CEXP/2005/60"
"682",-9.276,51.117,"CEXP","CSIreOT4/CEXP/2005/61"
"683",-9.254,50.982,"CEXP","CSIreOT4/CEXP/2005/62"
"684",-10.582,50.378,"CEXP","CSIreOT4/CEXP/2005/67"
"685",-10.744,50.717,"CEXP","CSIreOT4/CEXP/2005/69"
"686",-10.849,50.845,"CEXP","CSIreOT4/CEXP/2005/70"
"687",-10.233,51.017,"CEXP","CSIreOT4/CEXP/2005/72"
"688",-10.204,51.691,"CEXP","CSIreOT4/CEXP/2005/73"
"689",-10.497,51.669,"CEXP","CSIreOT4/CEXP/2005/74"
"690",-10.827,51.654,"CEXP","CSIreOT4/CEXP/2005/75"
"691",-10.878,52.774,"CEXP","CSIreOT4/CEXP/2005/76"
"692",-10.74,52.663,"CEXP","CSIreOT4/CEXP/2005/77"
"693",-10.337,52.519,"CEXP","CSIreOT4/CEXP/2005/78"
"694",-10.105,52.58,"CEXP","CSIreOT4/CEXP/2005/79"
"695",-9.819,52.544,"CEXP","CSIreOT4/CEXP/2005/80"
"696",-11.351,52.187,"CEXP","CSIreOT4/CEXP/2005/81"
"697",-11.197,52.056,"CEXP","CSIreOT4/CEXP/2005/82"
"698",-10.93,52.031,"CEXP","CSIreOT4/CEXP/2005/83"
"699",-10.766,51.846,"CEXP","CSIreOT4/CEXP/2005/85"
"700",-10.766,51.846,"CEXP","CSIreOT4/CEXP/2005/86"
"701",-11.106,51.604,"CEXP","CSIreOT4/CEXP/2005/87"
"702",-9.393,53.191,"CEXP","CSIreOT4/CEXP/2005/92"
"703",-10.189,53.073,"CEXP","CSIreOT4/CEXP/2005/93"
"704",-10.242,53.295,"CEXP","CSIreOT4/CEXP/2005/94"
"705",-10.77,53.114,"CEXP","CSIreOT4/CEXP/2005/95"
"706",-10.887,53.393,"CEXP","CSIreOT4/CEXP/2005/96"
"707",-9.625,52.769,"CEXP","CSIreOT4/CEXP/2005/97"
"708",-9.674,53.035,"CEXP","CSIreOT4/CEXP/2005/98"
"709",-9.966,52.953,"CEXP","CSIreOT4/CEXP/2005/99"
"710",-10.443,52.897,"CEXP","CSIreOT4/CEXP/2006/109"
"711",-10.191,53.083,"CEXP","CSIreOT4/CEXP/2006/110"
"712",-9.965,52.95,"CEXP","CSIreOT4/CEXP/2006/111"
"713",-9.708,53.05,"CEXP","CSIreOT4/CEXP/2006/112"
"714",-9.43,53.194,"CEXP","CSIreOT4/CEXP/2006/113"
"715",-9.618,52.788,"CEXP","CSIreOT4/CEXP/2006/114"
"716",-11.159,52.046,"CEXP","CSIreOT4/CEXP/2006/115"
"717",-10.931,52.03,"CEXP","CSIreOT4/CEXP/2006/116"
"718",-11.002,51.825,"CEXP","CSIreOT4/CEXP/2006/117"
"719",-10.828,51.654,"CEXP","CSIreOT4/CEXP/2006/118"
"720",-10.497,51.668,"CEXP","CSIreOT4/CEXP/2006/119"
"721",-11.098,51.598,"CEXP","CSIreOT4/CEXP/2006/120"
"722",-10.834,51.496,"CEXP","CSIreOT4/CEXP/2006/121"
"723",-10.389,51.328,"CEXP","CSIreOT4/CEXP/2006/122"
"724",-10.539,51.137,"CEXP","CSIreOT4/CEXP/2006/123"
"725",-10.237,51.07,"CEXP","CSIreOT4/CEXP/2006/124"
"726",-10.842,50.844,"CEXP","CSIreOT4/CEXP/2006/125"
"727",-9.886,50.753,"CEXP","CSIreOT4/CEXP/2006/129"
"728",-9.639,50.526,"CEXP","CSIreOT4/CEXP/2006/130"
"729",-8.612,50.563,"CEXP","CSIreOT4/CEXP/2006/134"
"730",-5.788,51.062,"CEXP","CSIreOT4/CEXP/2006/140"
"731",-5.495,51.246,"CEXP","CSIreOT4/CEXP/2006/141"
"732",-6.678,51.366,"CEXP","CSIreOT4/CEXP/2006/148"
"733",-5.895,51.737,"CEXP","CSIreOT4/CEXP/2006/149"
"734",-6.188,51.618,"CEXP","CSIreOT4/CEXP/2006/150"
"735",-6.452,51.566,"CEXP","CSIreOT4/CEXP/2006/151"
"736",-6.48,51.811,"CEXP","CSIreOT4/CEXP/2006/152"
"737",-6.783,52.011,"CEXP","CSIreOT4/CEXP/2006/153"
"738",-7.806,51.631,"CEXP","CSIreOT4/CEXP/2006/154"
"739",-7.514,51.671,"CEXP","CSIreOT4/CEXP/2006/155"
"740",-7.25,51.672,"CEXP","CSIreOT4/CEXP/2006/156"
"741",-7.089,51.801,"CEXP","CSIreOT4/CEXP/2006/157"
"742",-7.399,51.922,"CEXP","CSIreOT4/CEXP/2006/158"
"743",-7.522,51.056,"CEXP","CSIreOT4/CEXP/2006/159"
"744",-11.916,53.261,"CEXP","CSIreOT4/CEXP/2006/16"
"745",-7.448,51.157,"CEXP","CSIreOT4/CEXP/2006/160"
"746",-8.254,51.612,"CEXP","CSIreOT4/CEXP/2006/163"
"747",-7.749,50.908,"CEXP","CSIreOT4/CEXP/2006/164"
"748",-8.219,51.11,"CEXP","CSIreOT4/CEXP/2006/166"
"749",-8.113,51.22,"CEXP","CSIreOT4/CEXP/2006/167"
"750",-8.285,51.422,"CEXP","CSIreOT4/CEXP/2006/168"
"751",-8.536,51.206,"CEXP","CSIreOT4/CEXP/2006/169"
"752",-9.216,50.978,"CEXP","CSIreOT4/CEXP/2006/171"
"753",-9.233,51.117,"CEXP","CSIreOT4/CEXP/2006/172"
"754",-9.595,51.129,"CEXP","CSIreOT4/CEXP/2006/173"
"755",-10.045,51.509,"CEXP","CSIreOT4/CEXP/2006/174"
"756",-9.646,51.457,"CEXP","CSIreOT4/CEXP/2006/175"
"757",-9.373,51.423,"CEXP","CSIreOT4/CEXP/2006/176"
"758",-10.33,52.019,"CEXP","CSIreOT4/CEXP/2006/177"
"759",-10.645,51.975,"CEXP","CSIreOT4/CEXP/2006/178"
"760",-10.764,51.853,"CEXP","CSIreOT4/CEXP/2006/179"
"761",-10.985,51.917,"CEXP","CSIreOT4/CEXP/2006/180"
"762",-11.119,52.015,"CEXP","CSIreOT4/CEXP/2006/181"
"763",-10.078,52.586,"CEXP","CSIreOT4/CEXP/2006/183"
"764",-11.584,53.562,"CEXP","CSIreOT4/CEXP/2006/21"
"765",-11.39,53.692,"CEXP","CSIreOT4/CEXP/2006/22"
"766",-11.068,53.812,"CEXP","CSIreOT4/CEXP/2006/23"
"767",-9.547,55.111,"CEXP","CSIreOT4/CEXP/2006/30"
"768",-7.619,55.864,"CEXP","CSIreOT4/CEXP/2006/41"
"769",-7.937,55.915,"CEXP","CSIreOT4/CEXP/2006/42"
"770",-8.322,55.825,"CEXP","CSIreOT4/CEXP/2006/43"
"771",-8.276,55.643,"CEXP","CSIreOT4/CEXP/2006/45"
"772",-8.55,55.057,"CEXP","CSIreOT4/CEXP/2006/46"
"773",-8.478,55.285,"CEXP","CSIreOT4/CEXP/2006/47"
"774",-8.581,55.426,"CEXP","CSIreOT4/CEXP/2006/48"
"775",-7.071,55.528,"CEXP","CSIreOT4/CEXP/2006/57"
"776",-7.219,55.666,"CEXP","CSIreOT4/CEXP/2006/61"
"777",-6.681,55.897,"CEXP","CSIreOT4/CEXP/2006/62"
"778",-7.254,56.218,"CEXP","CSIreOT4/CEXP/2006/66"
"779",-7.645,56.061,"CEXP","CSIreOT4/CEXP/2006/67"
"780",-8.097,56.032,"CEXP","CSIreOT4/CEXP/2006/68"
"781",-7.796,56.189,"CEXP","CSIreOT4/CEXP/2006/69"
"782",-8.066,56.288,"CEXP","CSIreOT4/CEXP/2006/70"
"783",-8.413,56.026,"CEXP","CSIreOT4/CEXP/2006/74"
"784",-8.392,54.57,"CEXP","CSIreOT4/CEXP/2006/79"
"785",-8.835,54.462,"CEXP","CSIreOT4/CEXP/2006/80"
"786",-9.416,54.469,"CEXP","CSIreOT4/CEXP/2006/81"
"787",-10.333,54.299,"CEXP","CSIreOT4/CEXP/2006/84"
"788",-10.866,53.42,"CEXP","CSIreOT4/CEXP/2006/85"
"789",-10.912,53.31,"CEXP","CSIreOT4/CEXP/2006/86"
"790",-10.94,53.077,"CEXP","CSIreOT4/CEXP/2006/87"
"791",-11.233,53.029,"CEXP","CSIreOT4/CEXP/2006/88"
"792",-11.054,52.885,"CEXP","CSIreOT4/CEXP/2006/89"
"793",-11.832,52.835,"CEXP","CSIreOT4/CEXP/2006/90"
"794",-11.522,52.732,"CEXP","CSIreOT4/CEXP/2006/91"
"795",-10.888,52.767,"CEXP","CSIreOT4/CEXP/2006/92"
"796",-10.595,52.679,"CEXP","CSIreOT4/CEXP/2006/93"
"797",-10.321,52.547,"CEXP","CSIreOT4/CEXP/2006/94"
"798",-5.786,51.06,"CEXP","CSIreOT4/CEXP/2007/123"
"799",-5.814,51.306,"CEXP","CSIreOT4/CEXP/2007/124"
"800",-5.497,51.246,"CEXP","CSIreOT4/CEXP/2007/125"
"801",-7.582,51.43,"CEXP","CSIreOT4/CEXP/2007/128"
"802",-7.813,51.629,"CEXP","CSIreOT4/CEXP/2007/129"
"803",-8.1,51.504,"CEXP","CSIreOT4/CEXP/2007/130"
"804",-8.254,51.612,"CEXP","CSIreOT4/CEXP/2007/131"
"805",-7.089,51.8,"CEXP","CSIreOT4/CEXP/2007/134"
"806",-6.592,51.823,"CEXP","CSIreOT4/CEXP/2007/135"
"807",-6.262,52.006,"CEXP","CSIreOT4/CEXP/2007/136"
"808",-6.082,51.839,"CEXP","CSIreOT4/CEXP/2007/137"
"809",-6.191,51.615,"CEXP","CSIreOT4/CEXP/2007/139"
"810",-6.498,51.577,"CEXP","CSIreOT4/CEXP/2007/140"
"811",-6.683,51.366,"CEXP","CSIreOT4/CEXP/2007/144"
"812",-8.054,51.251,"CEXP","CSIreOT4/CEXP/2007/150"
"813",-8.469,51.444,"CEXP","CSIreOT4/CEXP/2007/151"
"814",-8.691,51.261,"CEXP","CSIreOT4/CEXP/2007/152"
"815",-8.892,50.878,"CEXP","CSIreOT4/CEXP/2007/154"
"816",-9.225,51.118,"CEXP","CSIreOT4/CEXP/2007/157"
"817",-9.827,51.233,"CEXP","CSIreOT4/CEXP/2007/159"
"818",-9.69,51.447,"CEXP","CSIreOT4/CEXP/2007/160"
"819",-10.082,51.49,"CEXP","CSIreOT4/CEXP/2007/161"
"820",-10.249,51.681,"CEXP","CSIreOT4/CEXP/2007/162"
"821",-10.464,51.478,"CEXP","CSIreOT4/CEXP/2007/163"
"822",-10.796,51.458,"CEXP","CSIreOT4/CEXP/2007/164"
"823",-11.123,52.025,"CEXP","CSIreOT4/CEXP/2007/167"
"824",-11.011,51.838,"CEXP","CSIreOT4/CEXP/2007/168"
"825",-10.374,51.999,"CEXP","CSIreOT4/CEXP/2007/170"
"826",-8.023,51.69,"CEXP","CSIreOT4/CEXP/2007/175"
"827",-6.484,51.124,"CEXP","CSIreOT4/CEXP/2007/182"
"828",-11.623,52.363,"CEXP","CSIreOT4/CEXP/2007/183"
"829",-10.123,52.576,"CEXP","CSIreOT4/CEXP/2007/187"
"830",-9.626,52.768,"CEXP","CSIreOT4/CEXP/2007/188"
"831",-9.609,52.971,"CEXP","CSIreOT4/CEXP/2007/189"
"832",-9.398,53.192,"CEXP","CSIreOT4/CEXP/2007/190"
"833",-8.583,54.518,"CEXP","CSIreOT4/CEXP/2007/58"
"834",-8.344,54.584,"CEXP","CSIreOT4/CEXP/2007/59"
"835",-8.833,54.462,"CEXP","CSIreOT4/CEXP/2007/60"
"836",-10.327,54.3,"CEXP","CSIreOT4/CEXP/2007/65"
"837",-10.697,54.147,"CEXP","CSIreOT4/CEXP/2007/66"
"838",-10.381,53.695,"CEXP","CSIreOT4/CEXP/2007/76"
"839",-9.938,53.124,"CEXP","CSIreOT4/CEXP/2007/77"
"840",-10.197,53.108,"CEXP","CSIreOT4/CEXP/2007/78"
"841",-10.396,52.92,"CEXP","CSIreOT4/CEXP/2007/79"
"842",-10.549,52.681,"CEXP","CSIreOT4/CEXP/2007/80"
"843",-10.908,52.754,"CEXP","CSIreOT4/CEXP/2007/81"
"844",-10.914,53.31,"CEXP","CSIreOT4/CEXP/2007/82"
"845",-11.223,53.223,"CEXP","CSIreOT4/CEXP/2007/83"
"846",-11.23,53.049,"CEXP","CSIreOT4/CEXP/2007/84"
"847",-11.061,52.895,"CEXP","CSIreOT4/CEXP/2007/85"
"848",-11.096,51.594,"CEXP","CSIreOT4/CEXP/2008/102"
"849",-8.68,51.26,"CEXP","CSIreOT4/CEXP/2008/103"
"850",-8.532,51.206,"CEXP","CSIreOT4/CEXP/2008/104"
"851",-8.216,51.109,"CEXP","CSIreOT4/CEXP/2008/105"
"852",-7.75,50.907,"CEXP","CSIreOT4/CEXP/2008/107"
"853",-7.516,51.058,"CEXP","CSIreOT4/CEXP/2008/108"
"854",-7.408,51.182,"CEXP","CSIreOT4/CEXP/2008/109"
"855",-7.427,51.33,"CEXP","CSIreOT4/CEXP/2008/110"
"856",-7.752,51.362,"CEXP","CSIreOT4/CEXP/2008/111"
"857",-7.481,52.061,"CEXP","CSIreOT4/CEXP/2008/112"
"858",-6.755,52.003,"CEXP","CSIreOT4/CEXP/2008/113"
"859",-6.217,52.015,"CEXP","CSIreOT4/CEXP/2008/114"
"860",-8.255,51.639,"CEXP","CSIreOT4/CEXP/2008/115"
"861",-8.105,51.348,"CEXP","CSIreOT4/CEXP/2008/116"
"862",-7.586,51.427,"CEXP","CSIreOT4/CEXP/2008/117"
"863",-7.464,51.59,"CEXP","CSIreOT4/CEXP/2008/118"
"864",-10.025,51.517,"CEXP","CSIreOT4/CEXP/2008/119"
"865",-9.69,51.446,"CEXP","CSIreOT4/CEXP/2008/120"
"866",-9.788,51.262,"CEXP","CSIreOT4/CEXP/2008/121"
"867",-9.594,51.132,"CEXP","CSIreOT4/CEXP/2008/122"
"868",-8.938,51.44,"CEXP","CSIreOT4/CEXP/2008/123"
"869",-8.548,51.446,"CEXP","CSIreOT4/CEXP/2008/124"
"870",-8.579,51.325,"CEXP","CSIreOT4/CEXP/2008/125"
"871",-8.611,51.091,"CEXP","CSIreOT4/CEXP/2008/127"
